species_pair,phenotype_group,total_genome_pair,positive_genome_pair,transfer_rate,phylogeny,diff
45_1-4_3,IBD,120,56,0.4666666666666667,0.9941849159999996,-0.21904761904761905
45_1-4_3,non-IBD,70,48,0.6857142857142857,0.9941849159999996,-0.21904761904761905
45_1-46_1,IBD,897,269,0.29988851727982163,0.4278300939999995,-0.1344163083293518
45_1-46_1,non-IBD,2093,909,0.43430482560917344,0.4278300939999995,-0.1344163083293518
45_1-47_2,IBD,60,58,0.9666666666666667,0.4322396089999998,0.3833333333333333
45_1-47_2,non-IBD,60,35,0.5833333333333334,0.4322396089999998,0.3833333333333333
45_1-48_2,IBD,2627,1882,0.7164065473924629,0.4900520939999997,0.13894875196048673
45_1-48_2,non-IBD,2014,1163,0.5774577954319762,0.4900520939999997,0.13894875196048673
45_1-50_1,IBD,39,8,0.20512820512820512,0.4850150109999998,-0.09487179487179487
45_1-50_1,non-IBD,60,18,0.3,0.4850150109999998,-0.09487179487179487
45_1-52_1,IBD,58,0,0,0.4921280819999998,-0.15384615384615385
45_1-52_1,non-IBD,52,8,0.15384615384615385,0.4921280819999998,-0.15384615384615385
45_1-66_5,IBD,1558,0,0,1.9007084389999995,-0.004470426409903714
45_1-66_5,non-IBD,5816,26,0.004470426409903714,1.9007084389999995,-0.004470426409903714
45_1-9_2,IBD,114,2,0.017543859649122806,1.1428621299999997,-0.2732362821948488
45_1-9_2,non-IBD,141,41,0.2907801418439716,1.1428621299999997,-0.2732362821948488
45_1-90_1,IBD,224,0,0,2.3710226639999994,0
45_1-90_1,non-IBD,57,0,0,2.3710226639999994,0
45_1-92_1,IBD,26,0,0,2.434139529999999,0
45_1-92_1,non-IBD,172,0,0,2.434139529999999,0
45_1-96_1,IBD,559,0,0,2.5310485119999995,0
45_1-96_1,non-IBD,245,0,0,2.5310485119999995,0
45_1-97_1,IBD,795,0,0,2.563196593,0
45_1-97_1,non-IBD,497,0,0,2.563196593,0
45_1-99_2,IBD,23,0,0,2.36313712,0
45_1-99_2,non-IBD,40,0,0,2.36313712,0
46_1-48_2,IBD,64,53,0.828125,0.2695648880000001,0.26592404306220097
46_1-48_2,non-IBD,836,470,0.562200956937799,0.2695648880000001,0.26592404306220097
46_1-66_5,IBD,66,0,0,1.769331815,-0.0016483516483516484
46_1-66_5,non-IBD,1820,3,0.0016483516483516484,1.769331815,-0.0016483516483516484
46_1-96_1,IBD,19,0,0,2.399671888,0
46_1-96_1,non-IBD,87,0,0,2.399671888,0
46_1-97_1,IBD,48,0,0,2.431819969,0
46_1-97_1,non-IBD,119,0,0,2.431819969,0
48_2-52_1,IBD,20,17,0.85,0.0959490999999999,0.5365671641791044
48_2-52_1,non-IBD,67,21,0.31343283582089554,0.0959490999999999,0.5365671641791044
48_2-66_3,IBD,24,0,0,1.838596031,0
48_2-66_3,non-IBD,13,0,0,1.838596031,0
48_2-66_5,IBD,680,0,0,1.831553815,-0.0021156558533145277
48_2-66_5,non-IBD,2836,6,0.0021156558533145277,1.831553815,-0.0021156558533145277
48_2-90_1,IBD,26,0,0,2.301868039999999,0
48_2-90_1,non-IBD,71,0,0,2.301868039999999,0
48_2-96_1,IBD,25,0,0,2.461893888,0
48_2-96_1,non-IBD,225,0,0,2.461893888,0
48_2-97_1,IBD,81,0,0,2.4940419689999995,0
48_2-97_1,non-IBD,228,0,0,2.4940419689999995,0
50_1-97_1,IBD,11,0,0,2.489004886,0
50_1-97_1,non-IBD,14,0,0,2.489004886,0
52_1-66_5,IBD,16,0,0,1.833629803,0
52_1-66_5,non-IBD,61,0,0,1.833629803,0
66_3-66_5,IBD,20,9,0.45,0.0120697439999997,0.40652173913043477
66_3-66_5,non-IBD,46,2,0.043478260869565216,0.0120697439999997,0.40652173913043477
66_5-76_2,IBD,557,0,0,0.0801062999999997,-0.1069182389937107
66_5-76_2,non-IBD,159,17,0.1069182389937107,0.0801062999999997,-0.1069182389937107
66_5-90_1,IBD,55,0,0,1.9133702169999995,0
66_5-90_1,non-IBD,343,0,0,1.9133702169999995,0
66_5-96_1,IBD,181,0,0,2.073396065,0
66_5-96_1,non-IBD,538,0,0,2.073396065,0
66_5-97_1,IBD,180,0,0,2.105544146,0
66_5-97_1,non-IBD,686,0,0,2.105544146,0
66_5-99_2,IBD,11,0,0,1.905484673,0
66_5-99_2,non-IBD,58,0,0,1.905484673,0
96_1-97_1,IBD,91,10,0.10989010989010989,0.111470047,-0.06402293358815098
96_1-97_1,non-IBD,69,12,0.17391304347826086,0.111470047,-0.06402293358815098
