species_1,species_2,species_pair,genomes_species_1,genomes_species_2,within_individual_genome_pairs,between_individual_genome_pairs,total_genome_pairs,n_individuals_with_both_species,within_HGT,between_HGT,within_HGT_rate,between_HGT_rate
101_1,145_2,101_1-145_2,75,1,0,75,75,0,0,0,0,0
101_1,147_1,101_1-147_1,75,2,0,150,150,0,0,0,0,0
101_1,149_1,101_1-149_1,75,7,0,525,525,0,0,0,0,0
101_1,14_1,101_1-14_1,75,82,0,6150,6150,0,0,0,0,0
101_1,150_1,101_1-150_1,75,11,0,825,825,0,0,0,0,0
101_1,152_1,101_1-152_1,75,23,13,1712,1725,2,0,0,0,0
101_1,153_1,101_1-153_1,75,14,14,1036,1050,3,0,0,0,0
101_1,153_2,101_1-153_2,75,8,0,600,600,0,0,0,0,0
101_1,154_1,101_1-154_1,75,6,9,441,450,1,0,0,0,0
101_1,161_1,101_1-161_1,75,2,0,150,150,0,0,0,0,0
101_1,170_1,101_1-170_1,75,6,0,450,450,0,0,0,0,0
101_1,171_1,101_1-171_1,75,6,0,450,450,0,0,0,0,0
101_1,173_1,101_1-173_1,75,2,0,150,150,0,0,0,0,0
101_1,175_1,101_1-175_1,75,4,0,300,300,0,0,0,0,0
101_1,176_1,101_1-176_1,75,5,0,375,375,0,0,0,0,0
101_1,176_2,101_1-176_2,75,5,0,375,375,0,0,0,0,0
101_1,178_1,101_1-178_1,75,7,0,525,525,0,0,0,0,0
101_1,178_2,101_1-178_2,75,6,0,450,450,0,0,0,0,0
101_1,179_1,101_1-179_1,75,32,22,2378,2400,4,0,0,0,0
101_1,17_1,101_1-17_1,75,2,0,150,150,0,0,0,0,0
101_1,180_1,101_1-180_1,75,37,2,2773,2775,1,0,0,0,0
101_1,181_1,101_1-181_1,75,4,0,300,300,0,0,0,0,0
101_1,181_2,101_1-181_2,75,2,0,150,150,0,0,0,0,0
101_1,181_3,101_1-181_3,75,31,10,2315,2325,3,0,0,0,0
101_1,182_1,101_1-182_1,75,4,0,300,300,0,0,0,0,0
101_1,183_1,101_1-183_1,75,3,0,225,225,0,0,0,0,0
101_1,186_1,101_1-186_1,75,4,0,300,300,0,0,0,0,0
101_1,187_1,101_1-187_1,75,8,0,600,600,0,0,0,0,0
101_1,190_1,101_1-190_1,75,6,0,450,450,0,0,0,0,0
101_1,192_1,101_1-192_1,75,12,0,900,900,0,0,0,0,0
101_1,192_2,101_1-192_2,75,1,0,75,75,0,0,0,0,0
101_1,193_1,101_1-193_1,75,2,0,150,150,0,0,0,0,0
101_1,193_2,101_1-193_2,75,86,3,6447,6450,1,0,0,0,0
101_1,195_0,101_1-195_0,75,1,0,75,75,0,0,0,0,0
101_1,196_1,101_1-196_1,75,8,0,600,600,0,0,0,0,0
101_1,19_1,101_1-19_1,75,6,0,450,450,0,0,0,0,0
101_1,200_1,101_1-200_1,75,3,0,225,225,0,0,0,0,0
101_1,201_1,101_1-201_1,75,55,2,4123,4125,1,0,0,0,0
101_1,203_1,101_1-203_1,75,16,0,1200,1200,0,0,0,0,0
101_1,204_1,101_1-204_1,75,51,4,3821,3825,1,0,0,0,0
101_1,208_1,101_1-208_1,75,2,0,150,150,0,0,0,0,0
101_1,209_1,101_1-209_1,75,2,0,150,150,0,0,0,0,0
101_1,20_1,101_1-20_1,75,135,1,10124,10125,1,0,0,0,0
101_1,210_1,101_1-210_1,75,4,0,300,300,0,0,0,0,0
101_1,211_1,101_1-211_1,75,15,0,1125,1125,0,0,0,0,0
101_1,213_1,101_1-213_1,75,1,0,75,75,0,0,0,0,0
101_1,217_1,101_1-217_1,75,6,0,450,450,0,0,0,0,0
101_1,219_1,101_1-219_1,75,75,12,5613,5625,1,0,0,0,0
101_1,21_1,101_1-21_1,75,1,0,75,75,0,0,0,0,0
101_1,221_1,101_1-221_1,75,2,0,150,150,0,0,0,0,0
101_1,222_1,101_1-222_1,75,3,0,225,225,0,0,0,0,0
101_1,222_2,101_1-222_2,75,1,0,75,75,0,0,0,0,0
101_1,223_1,101_1-223_1,75,94,4,7046,7050,1,0,0,0,0
101_1,224_1,101_1-224_1,75,22,0,1650,1650,0,0,0,0,0
101_1,225_1,101_1-225_1,75,9,0,675,675,0,0,0,0,0
101_1,226_1,101_1-226_1,75,161,4,12071,12075,1,0,0,0,0
101_1,226_2,101_1-226_2,75,75,10,5615,5625,1,0,0,0,0
101_1,228_1,101_1-228_1,75,17,0,1275,1275,0,0,0,0,0
101_1,228_2,101_1-228_2,75,11,0,825,825,0,0,0,0,0
101_1,229_1,101_1-229_1,75,5,0,375,375,0,0,0,0,0
101_1,229_2,101_1-229_2,75,5,2,373,375,1,0,0,0,0
101_1,229_3,101_1-229_3,75,492,48,36852,36900,8,0,0,0,0
101_1,22_1,101_1-22_1,75,3,2,223,225,1,0,0,0,0
101_1,22_2,101_1-22_2,75,11,0,825,825,0,0,0,0,0
101_1,230_1,101_1-230_1,75,5,0,375,375,0,0,0,0,0
101_1,231_1,101_1-231_1,75,2,0,150,150,0,0,0,0,0
101_1,233_1,101_1-233_1,75,22,1,1649,1650,1,0,0,0,0
101_1,233_2,101_1-233_2,75,7,0,525,525,0,0,0,0,0
101_1,233_3,101_1-233_3,75,66,7,4943,4950,3,0,0,0,0
101_1,233_4,101_1-233_4,75,1,0,75,75,0,0,0,0,0
101_1,234_1,101_1-234_1,75,4,0,300,300,0,0,0,0,0
101_1,234_2,101_1-234_2,75,14,0,1050,1050,0,0,0,0,0
101_1,234_3,101_1-234_3,75,4,0,300,300,0,0,0,0,0
101_1,234_4,101_1-234_4,75,1,0,75,75,0,0,0,0,0
101_1,234_5,101_1-234_5,75,4,0,300,300,0,0,0,0,0
101_1,234_6,101_1-234_6,75,1,0,75,75,0,0,0,0,0
101_1,234_7,101_1-234_7,75,2,0,150,150,0,0,0,0,0
101_1,234_8,101_1-234_8,75,5,0,375,375,0,0,0,0,0
101_1,235_1,101_1-235_1,75,3,0,225,225,0,0,0,0,0
101_1,236_1,101_1-236_1,75,1,0,75,75,0,0,0,0,0
101_1,236_2,101_1-236_2,75,1,0,75,75,0,0,0,0,0
101_1,238_1,101_1-238_1,75,12,0,900,900,0,0,0,0,0
101_1,238_2,101_1-238_2,75,2,0,150,150,0,0,0,0,0
101_1,238_3,101_1-238_3,75,64,0,4800,4800,0,0,0,0,0
101_1,239_1,101_1-239_1,75,25,4,1871,1875,1,0,0,0,0
101_1,23_1,101_1-23_1,75,2,0,150,150,0,0,0,0,0
101_1,240_1,101_1-240_1,75,31,0,2325,2325,0,0,0,0,0
101_1,241_1,101_1-241_1,75,7,0,525,525,0,0,0,0,0
101_1,246_1,101_1-246_1,75,4,0,300,300,0,0,0,0,0
101_1,24_1,101_1-24_1,75,2,0,150,150,0,0,0,0,0
101_1,24_2,101_1-24_2,75,4,0,300,300,0,0,0,0,0
101_1,24_3,101_1-24_3,75,1,0,75,75,0,0,0,0,0
101_1,250_1,101_1-250_1,75,4,0,300,300,0,0,0,0,0
101_1,252_1,101_1-252_1,75,7,0,525,525,0,0,0,0,0
101_1,256_1,101_1-256_1,75,5,0,375,375,0,0,0,0,0
101_1,257_1,101_1-257_1,75,6,0,450,450,0,0,0,0,0
101_1,258_1,101_1-258_1,75,4,0,300,300,0,0,0,0,0
101_1,25_1,101_1-25_1,75,1,0,75,75,0,0,0,0,0
101_1,262_1,101_1-262_1,75,2,0,150,150,0,0,0,0,0
101_1,263_1,101_1-263_1,75,2,0,150,150,0,0,0,0,0
101_1,264_1,101_1-264_1,75,1,0,75,75,0,0,0,0,0
101_1,265_1,101_1-265_1,75,4,0,300,300,0,0,0,0,0
101_1,266_1,101_1-266_1,75,1,0,75,75,0,0,0,0,0
101_1,267_1,101_1-267_1,75,7,10,515,525,1,0,0,0,0
101_1,268_1,101_1-268_1,75,9,0,675,675,0,0,0,0,0
101_1,269_1,101_1-269_1,75,10,0,750,750,0,0,0,0,0
101_1,26_1,101_1-26_1,75,2,0,150,150,0,0,0,0,0
101_1,26_2,101_1-26_2,75,479,62,35863,35925,11,0,0,0,0
101_1,26_3,101_1-26_3,75,52,9,3891,3900,2,0,0,0,0
101_1,273_1,101_1-273_1,75,2,0,150,150,0,0,0,0,0
101_1,276_1,101_1-276_1,75,2,0,150,150,0,0,0,0,0
101_1,282_1,101_1-282_1,75,5,0,375,375,0,0,0,0,0
101_1,283_1,101_1-283_1,75,94,11,7039,7050,3,0,0,0,0
101_1,286_1,101_1-286_1,75,4,0,300,300,0,0,0,0,0
101_1,287_1,101_1-287_1,75,3,0,225,225,0,0,0,0,0
101_1,288_1,101_1-288_1,75,2,0,150,150,0,0,0,0,0
101_1,28_1,101_1-28_1,75,2,0,150,150,0,0,0,0,0
101_1,290_1,101_1-290_1,75,5,12,363,375,3,0,0,0,0
101_1,292_2,101_1-292_2,75,4,0,300,300,0,0,0,0,0
101_1,294_1,101_1-294_1,75,5,0,375,375,0,0,0,0,0
101_1,294_2,101_1-294_2,75,22,2,1648,1650,1,0,0,0,0
101_1,295_0,101_1-295_0,75,1,0,75,75,0,0,0,0,0
101_1,297_1,101_1-297_1,75,20,1,1499,1500,1,0,0,0,0
101_1,298_1,101_1-298_1,75,27,0,2025,2025,0,0,0,0,0
101_1,29_1,101_1-29_1,75,3,0,225,225,0,0,0,0,0
101_1,300_1,101_1-300_1,75,9,0,675,675,0,0,0,0,0
101_1,301_1,101_1-301_1,75,5,0,375,375,0,0,0,0,0
101_1,308_1,101_1-308_1,75,10,2,748,750,1,0,0,0,0
101_1,309_1,101_1-309_1,75,2,0,150,150,0,0,0,0,0
101_1,30_1,101_1-30_1,75,4,0,300,300,0,0,0,0,0
101_1,312_1,101_1-312_1,75,2,0,150,150,0,0,0,0,0
101_1,314_1,101_1-314_1,75,2,0,150,150,0,0,0,0,0
101_1,317_1,101_1-317_1,75,4,0,300,300,0,0,0,0,0
101_1,318_1,101_1-318_1,75,2,0,150,150,0,0,0,0,0
101_1,318_10,101_1-318_10,75,1,0,75,75,0,0,0,0,0
101_1,318_11,101_1-318_11,75,3,0,225,225,0,0,0,0,0
101_1,318_13,101_1-318_13,75,13,0,975,975,0,0,0,0,0
101_1,318_15,101_1-318_15,75,2,0,150,150,0,0,0,0,0
101_1,318_16,101_1-318_16,75,4,0,300,300,0,0,0,0,0
101_1,318_17,101_1-318_17,75,9,0,675,675,0,0,0,0,0
101_1,318_18,101_1-318_18,75,5,0,375,375,0,0,0,0,0
101_1,318_19,101_1-318_19,75,25,0,1875,1875,0,0,0,0,0
101_1,318_2,101_1-318_2,75,6,0,450,450,0,0,0,0,0
101_1,318_20,101_1-318_20,75,2,0,150,150,0,0,0,0,0
101_1,318_21,101_1-318_21,75,42,0,3150,3150,0,0,0,0,0
101_1,318_22,101_1-318_22,75,1,0,75,75,0,0,0,0,0
101_1,318_23,101_1-318_23,75,2,0,150,150,0,0,0,0,0
101_1,318_24,101_1-318_24,75,7,0,525,525,0,0,0,0,0
101_1,318_26,101_1-318_26,75,2,0,150,150,0,0,0,0,0
101_1,318_27,101_1-318_27,75,4,0,300,300,0,0,0,0,0
101_1,318_28,101_1-318_28,75,2,4,146,150,1,0,0,0,0
101_1,318_29,101_1-318_29,75,1,0,75,75,0,0,0,0,0
101_1,318_3,101_1-318_3,75,5,0,375,375,0,0,0,0,0
101_1,318_30,101_1-318_30,75,4,20,280,300,1,0,0,0,0
101_1,318_32,101_1-318_32,75,3,0,225,225,0,0,0,0,0
101_1,318_33,101_1-318_33,75,5,0,375,375,0,0,0,0,0
101_1,318_34,101_1-318_34,75,2,0,150,150,0,0,0,0,0
101_1,318_35,101_1-318_35,75,2,0,150,150,0,0,0,0,0
101_1,318_36,101_1-318_36,75,2,0,150,150,0,0,0,0,0
101_1,318_37,101_1-318_37,75,2,0,150,150,0,0,0,0,0
101_1,318_38,101_1-318_38,75,41,4,3071,3075,1,0,0,0,0
101_1,318_39,101_1-318_39,75,24,4,1796,1800,1,0,0,0,0
101_1,318_4,101_1-318_4,75,2,0,150,150,0,0,0,0,0
101_1,318_40,101_1-318_40,75,19,0,1425,1425,0,0,0,0,0
101_1,318_42,101_1-318_42,75,17,4,1271,1275,1,0,0,0,0
101_1,318_43,101_1-318_43,75,1,0,75,75,0,0,0,0,0
101_1,318_44,101_1-318_44,75,1,0,75,75,0,0,0,0,0
101_1,318_45,101_1-318_45,75,4,0,300,300,0,0,0,0,0
101_1,318_46,101_1-318_46,75,2,0,150,150,0,0,0,0,0
101_1,318_47,101_1-318_47,75,1,0,75,75,0,0,0,0,0
101_1,318_48,101_1-318_48,75,5,0,375,375,0,0,0,0,0
101_1,318_49,101_1-318_49,75,4,0,300,300,0,0,0,0,0
101_1,318_5,101_1-318_5,75,10,0,750,750,0,0,0,0,0
101_1,318_50,101_1-318_50,75,3,0,225,225,0,0,0,0,0
101_1,318_51,101_1-318_51,75,1,0,75,75,0,0,0,0,0
101_1,318_52,101_1-318_52,75,9,0,675,675,0,0,0,0,0
101_1,318_53,101_1-318_53,75,2,0,150,150,0,0,0,0,0
101_1,318_54,101_1-318_54,75,63,1,4724,4725,1,0,0,0,0
101_1,318_55,101_1-318_55,75,3,0,225,225,0,0,0,0,0
101_1,318_56,101_1-318_56,75,429,27,32148,32175,5,0,0,0,0
101_1,318_57,101_1-318_57,75,1,0,75,75,0,0,0,0,0
101_1,318_58,101_1-318_58,75,1,0,75,75,0,0,0,0,0
101_1,318_60,101_1-318_60,75,1,0,75,75,0,0,0,0,0
101_1,318_61,101_1-318_61,75,1,0,75,75,0,0,0,0,0
101_1,318_62,101_1-318_62,75,1,0,75,75,0,0,0,0,0
101_1,318_65,101_1-318_65,75,1,0,75,75,0,0,0,0,0
101_1,318_66,101_1-318_66,75,1,0,75,75,0,0,0,0,0
101_1,318_67,101_1-318_67,75,1,0,75,75,0,0,0,0,0
101_1,318_69,101_1-318_69,75,1,0,75,75,0,0,0,0,0
101_1,318_7,101_1-318_7,75,3,0,225,225,0,0,0,0,0
101_1,318_70,101_1-318_70,75,3,0,225,225,0,0,0,0,0
101_1,318_71,101_1-318_71,75,4,0,300,300,0,0,0,0,0
101_1,318_72,101_1-318_72,75,1,0,75,75,0,0,0,0,0
101_1,318_73,101_1-318_73,75,1,0,75,75,0,0,0,0,0
101_1,318_74,101_1-318_74,75,4,0,300,300,0,0,0,0,0
101_1,318_75,101_1-318_75,75,3,0,225,225,0,0,0,0,0
101_1,318_76,101_1-318_76,75,4,0,300,300,0,0,0,0,0
101_1,318_77,101_1-318_77,75,3,0,225,225,0,0,0,0,0
101_1,318_78,101_1-318_78,75,2,0,150,150,0,0,0,0,0
101_1,318_79,101_1-318_79,75,3,0,225,225,0,0,0,0,0
101_1,318_8,101_1-318_8,75,16,0,1200,1200,0,0,0,0,0
101_1,318_80,101_1-318_80,75,1,0,75,75,0,0,0,0,0
101_1,318_81,101_1-318_81,75,1,0,75,75,0,0,0,0,0
101_1,318_82,101_1-318_82,75,1,0,75,75,0,0,0,0,0
101_1,318_84,101_1-318_84,75,1,0,75,75,0,0,0,0,0
101_1,318_9,101_1-318_9,75,1,0,75,75,0,0,0,0,0
101_1,319_1,101_1-319_1,75,2,0,150,150,0,0,0,0,0
101_1,31_1,101_1-31_1,75,1,0,75,75,0,0,0,0,0
101_1,31_2,101_1-31_2,75,5,0,375,375,0,0,0,0,0
101_1,320_1,101_1-320_1,75,2,0,150,150,0,0,0,0,0
101_1,321_1,101_1-321_1,75,17,1,1274,1275,1,0,0,0,0
101_1,324_1,101_1-324_1,75,2,0,150,150,0,0,0,0,0
101_1,325_1,101_1-325_1,75,9,1,674,675,1,0,0,0,0
101_1,326_1,101_1-326_1,75,260,29,19471,19500,3,0,0,0,0
101_1,327_1,101_1-327_1,75,2,0,150,150,0,0,0,0,0
101_1,32_1,101_1-32_1,75,494,81,36969,37050,5,0,0,0,0
101_1,330_1,101_1-330_1,75,126,14,9436,9450,2,0,0,0,0
101_1,331_1,101_1-331_1,75,24,0,1800,1800,0,0,0,0,0
101_1,332_1,101_1-332_1,75,63,0,4725,4725,0,0,0,0,0
101_1,333_1,101_1-333_1,75,50,8,3742,3750,2,0,0,0,0
101_1,334_1,101_1-334_1,75,410,23,30727,30750,2,0,0,0,0
101_1,334_2,101_1-334_2,75,2,0,150,150,0,0,0,0,0
101_1,334_3,101_1-334_3,75,224,5,16795,16800,2,0,0,0,0
101_1,335_1,101_1-335_1,75,5835,1185,436440,437625,21,0,0,0,0
101_1,336_1,101_1-336_1,75,132,10,9890,9900,3,0,0,0,0
101_1,337_1,101_1-337_1,75,38,1,2849,2850,1,0,0,0,0
101_1,338_1,101_1-338_1,75,3834,499,287051,287550,23,0,0,0,0
101_1,33_1,101_1-33_1,75,37,0,2775,2775,0,0,0,0,0
101_1,34_1,101_1-34_1,75,17,0,1275,1275,0,0,0,0,0
101_1,36_1,101_1-36_1,75,42,12,3138,3150,2,0,0,0,0
101_1,37_1,101_1-37_1,75,45,11,3364,3375,2,0,0,0,0
101_1,37_2,101_1-37_2,75,1,0,75,75,0,0,0,0,0
101_1,38_1,101_1-38_1,75,4,0,300,300,0,0,0,0,0
101_1,39_1,101_1-39_1,75,8,0,600,600,0,0,0,0,0
101_1,39_2,101_1-39_2,75,54,12,4038,4050,3,0,0,0,0
101_1,39_3,101_1-39_3,75,5,0,375,375,0,0,0,0,0
101_1,39_4,101_1-39_4,75,15,0,1125,1125,0,0,0,0,0
101_1,39_5,101_1-39_5,75,199,4,14921,14925,1,0,0,0,0
101_1,40_1,101_1-40_1,75,30,0,2250,2250,0,0,0,0,0
101_1,41_1,101_1-41_1,75,8,0,600,600,0,0,0,0,0
101_1,42_1,101_1-42_1,75,29,0,2175,2175,0,0,0,0,0
101_1,42_2,101_1-42_2,75,293,27,21948,21975,5,0,0,0,0
101_1,43_1,101_1-43_1,75,222,14,16636,16650,5,0,0,0,0
101_1,44_1,101_1-44_1,75,252,28,18872,18900,7,0,0,0,0
101_1,44_3,101_1-44_3,75,514,82,38468,38550,15,0,0,0,0
101_1,44_4,101_1-44_4,75,30,4,2246,2250,1,0,0,0,0
101_1,44_5,101_1-44_5,75,13,2,973,975,1,0,0,0,0
101_1,45_1,101_1-45_1,75,1976,226,147974,148200,13,0,0,0,0
101_1,46_1,101_1-46_1,75,662,68,49582,49650,11,0,0,0,0
101_1,47_1,101_1-47_1,75,2,0,150,150,0,0,0,0,0
101_1,47_2,101_1-47_2,75,18,0,1350,1350,0,0,0,0,0
101_1,48_1,101_1-48_1,75,3,0,225,225,0,0,0,0,0
101_1,48_2,101_1-48_2,75,1128,97,84503,84600,16,0,0,0,0
101_1,4_1,101_1-4_1,75,5,0,375,375,0,0,0,0,0
101_1,4_2,101_1-4_2,75,5,2,373,375,1,0,0,0,0
101_1,4_3,101_1-4_3,75,16,0,1200,1200,0,0,0,0,0
101_1,50_1,101_1-50_1,75,56,16,4184,4200,3,0,0,0,0
101_1,51_1,101_1-51_1,75,29,6,2169,2175,2,0,0,0,0
101_1,52_1,101_1-52_1,75,68,2,5098,5100,1,0,0,0,0
101_1,54_1,101_1-54_1,75,3,0,225,225,0,0,0,0,0
101_1,55_1,101_1-55_1,75,5,6,369,375,1,0,0,0,0
101_1,57_1,101_1-57_1,75,2,0,150,150,0,0,0,0,0
101_1,62_1,101_1-62_1,75,8,0,600,600,0,0,0,0,0
101_1,66_1,101_1-66_1,75,2,0,150,150,0,0,0,0,0
101_1,66_2,101_1-66_2,75,4,0,300,300,0,0,0,0,0
101_1,66_3,101_1-66_3,75,44,8,3292,3300,1,0,0,0,0
101_1,66_4,101_1-66_4,75,20,4,1496,1500,1,0,0,0,0
101_1,66_5,101_1-66_5,75,2547,275,190750,191025,18,0,0,0,0
101_1,67_1,101_1-67_1,75,2,0,150,150,0,0,0,0,0
101_1,67_2,101_1-67_2,75,15,4,1121,1125,1,0,0,0,0
101_1,68_1,101_1-68_1,75,3,0,225,225,0,0,0,0,0
101_1,69_1,101_1-69_1,75,20,3,1497,1500,1,0,0,0,0
101_1,69_2,101_1-69_2,75,2,0,150,150,0,0,0,0,0
101_1,69_3,101_1-69_3,75,6,2,448,450,1,0,0,0,0
101_1,70_1,101_1-70_1,75,6,0,450,450,0,0,0,0,0
101_1,71_1,101_1-71_1,75,2,0,150,150,0,0,0,0,0
101_1,72_1,101_1-72_1,75,13,3,972,975,1,0,0,0,0
101_1,74_1,101_1-74_1,75,4,0,300,300,0,0,0,0,0
101_1,75_1,101_1-75_1,75,13,12,963,975,1,0,0,0,0
101_1,76_1,101_1-76_1,75,3,0,225,225,0,0,0,0,0
101_1,76_2,101_1-76_2,75,59,10,4415,4425,1,0,0,0,0
101_1,76_3,101_1-76_3,75,8,1,599,600,1,0,0,0,0
101_1,77_1,101_1-77_1,75,2,0,150,150,0,0,0,0,0
101_1,77_2,101_1-77_2,75,15,2,1123,1125,1,0,0,0,0
101_1,78_1,101_1-78_1,75,6,0,450,450,0,0,0,0,0
101_1,78_2,101_1-78_2,75,4,0,300,300,0,0,0,0,0
101_1,78_3,101_1-78_3,75,11,0,825,825,0,0,0,0,0
101_1,80_1,101_1-80_1,75,9,10,665,675,1,0,0,0,0
101_1,84_1,101_1-84_1,75,4,0,300,300,0,0,0,0,0
101_1,86_1,101_1-86_1,75,3,0,225,225,0,0,0,0,0
101_1,87_1,101_1-87_1,75,10,0,750,750,0,0,0,0,0
101_1,8_1,101_1-8_1,75,4,0,300,300,0,0,0,0,0
101_1,90_1,101_1-90_1,75,118,11,8839,8850,3,0,0,0,0
101_1,91_1,101_1-91_1,75,7,0,525,525,0,0,0,0,0
101_1,92_1,101_1-92_1,75,38,8,2842,2850,2,0,0,0,0
101_1,93_1,101_1-93_1,75,2,0,150,150,0,0,0,0,0
101_1,94_1,101_1-94_1,75,3,0,225,225,0,0,0,0,0
101_1,96_1,101_1-96_1,75,265,34,19841,19875,7,0,0,0,0
101_1,97_1,101_1-97_1,75,287,71,21454,21525,7,0,0,0,0
101_1,98_1,101_1-98_1,75,3,0,225,225,0,0,0,0,0
101_1,99_1,101_1-99_1,75,2,0,150,150,0,0,0,0,0
101_1,99_2,101_1-99_2,75,21,0,1575,1575,0,0,0,0,0
101_1,9_1,101_1-9_1,75,2,0,150,150,0,0,0,0,0
101_1,9_2,101_1-9_2,75,22,0,1650,1650,0,0,0,0,0
102_1,102_2,102_1-102_2,128,58,6,7418,7424,4,2,232,0.333333333333,0.0312752763548
102_1,103_1,102_1-103_1,128,2,0,256,256,0,0,0,0,0
102_1,103_2,102_1-103_2,128,5,0,640,640,0,0,0,0,0
102_1,104_1,102_1-104_1,128,24,2,3070,3072,2,0,0,0,0
102_1,105_1,102_1-105_1,128,2,0,256,256,0,0,0,0,0
102_1,106_1,102_1-106_1,128,3,0,384,384,0,0,0,0,0
102_1,107_1,102_1-107_1,128,7,9,887,896,4,4,17,0.444444444444,0.0191657271702
102_1,109_1,102_1-109_1,128,6,0,768,768,0,0,0,0,0
102_1,109_2,102_1-109_2,128,5,3,637,640,1,0,6,0,0.0094191522763
102_1,10_1,102_1-10_1,128,5,0,640,640,0,0,0,0,0
102_1,10_2,102_1-10_2,128,120,24,15336,15360,7,0,0,0,0
102_1,111_1,102_1-111_1,128,5,0,640,640,0,0,0,0,0
102_1,112_1,102_1-112_1,128,224,103,28569,28672,26,14,73,0.135922330097,0.00255521719346
102_1,113_1,102_1-113_1,128,16,23,2025,2048,3,0,1,0,0.000493827160494
102_1,114_1,102_1-114_1,128,23,25,2919,2944,4,0,2,0,0.000685166152792
102_1,114_2,102_1-114_2,128,26,5,3323,3328,3,0,0,0,0
102_1,116_1,102_1-116_1,128,36,9,4599,4608,6,0,14,0,0.00304414003044
102_1,118_1,102_1-118_1,128,2,0,256,256,0,0,0,0,0
102_1,119_1,102_1-119_1,128,122,22,15594,15616,8,0,1,0,6.41272284212e-05
102_1,11_1,102_1-11_1,128,45,15,5745,5760,7,0,0,0,0
102_1,120_1,102_1-120_1,128,129,65,16447,16512,8,0,0,0,0
102_1,121_1,102_1-121_1,128,15,0,1920,1920,0,0,0,0,0
102_1,122_1,102_1-122_1,128,18,2,2302,2304,1,0,0,0,0
102_1,123_0,102_1-123_0,128,1,1,127,128,1,0,0,0,0
102_1,124_1,102_1-124_1,128,40,4,5116,5120,2,0,18,0,0.00351837372948
102_1,125_1,102_1-125_1,128,138,43,17621,17664,7,1,6,0.0232558139535,0.000340502809148
102_1,128_2,102_1-128_2,128,4,0,512,512,0,0,0,0,0
102_1,12_1,102_1-12_1,128,20,3,2557,2560,2,0,0,0,0
102_1,134_1,102_1-134_1,128,2,0,256,256,0,0,0,0,0
102_1,138_1,102_1-138_1,128,11,0,1408,1408,0,0,0,0,0
102_1,13_1,102_1-13_1,128,32,3,4093,4096,1,0,0,0,0
102_1,140_1,102_1-140_1,128,5,0,640,640,0,0,0,0,0
102_1,142_1,102_1-142_1,128,8,2,1022,1024,1,0,0,0,0
102_1,142_2,102_1-142_2,128,1,1,127,128,1,0,0,0,0
102_1,144_1,102_1-144_1,128,9,1,1151,1152,1,0,0,0,0
102_1,144_2,102_1-144_2,128,2,0,256,256,0,0,0,0,0
102_1,144_3,102_1-144_3,128,3,0,384,384,0,0,0,0,0
102_1,145_1,102_1-145_1,128,2,0,256,256,0,0,0,0,0
102_1,145_2,102_1-145_2,128,1,0,128,128,0,0,0,0,0
102_1,147_1,102_1-147_1,128,2,1,255,256,1,0,0,0,0
102_1,149_1,102_1-149_1,128,7,0,896,896,0,0,0,0,0
102_1,14_1,102_1-14_1,128,82,18,10478,10496,13,0,0,0,0
102_1,150_1,102_1-150_1,128,11,3,1405,1408,2,0,0,0,0
102_1,152_1,102_1-152_1,128,23,0,2944,2944,0,0,0,0,0
102_1,153_1,102_1-153_1,128,14,2,1790,1792,1,0,0,0,0
102_1,153_2,102_1-153_2,128,8,1,1023,1024,1,0,0,0,0
102_1,154_1,102_1-154_1,128,6,0,768,768,0,0,0,0,0
102_1,161_1,102_1-161_1,128,2,0,256,256,0,0,0,0,0
102_1,170_1,102_1-170_1,128,6,0,768,768,0,0,0,0,0
102_1,171_1,102_1-171_1,128,6,0,768,768,0,0,0,0,0
102_1,173_1,102_1-173_1,128,2,0,256,256,0,0,0,0,0
102_1,175_1,102_1-175_1,128,4,0,512,512,0,0,0,0,0
102_1,176_1,102_1-176_1,128,5,0,640,640,0,0,0,0,0
102_1,176_2,102_1-176_2,128,5,4,636,640,1,0,0,0,0
102_1,178_1,102_1-178_1,128,7,2,894,896,1,0,0,0,0
102_1,178_2,102_1-178_2,128,6,0,768,768,0,0,0,0,0
102_1,179_1,102_1-179_1,128,32,20,4076,4096,2,0,0,0,0
102_1,17_1,102_1-17_1,128,2,0,256,256,0,0,0,0,0
102_1,180_1,102_1-180_1,128,37,11,4725,4736,4,0,0,0,0
102_1,181_1,102_1-181_1,128,4,2,510,512,1,0,0,0,0
102_1,181_2,102_1-181_2,128,2,0,256,256,0,0,0,0,0
102_1,181_3,102_1-181_3,128,31,5,3963,3968,3,0,0,0,0
102_1,182_1,102_1-182_1,128,4,0,512,512,0,0,0,0,0
102_1,183_1,102_1-183_1,128,3,0,384,384,0,0,0,0,0
102_1,186_1,102_1-186_1,128,4,1,511,512,1,0,0,0,0
102_1,187_1,102_1-187_1,128,8,0,1024,1024,0,0,0,0,0
102_1,190_1,102_1-190_1,128,6,0,768,768,0,0,0,0,0
102_1,192_1,102_1-192_1,128,12,0,1536,1536,0,0,0,0,0
102_1,192_2,102_1-192_2,128,1,0,128,128,0,0,0,0,0
102_1,193_1,102_1-193_1,128,2,5,251,256,1,0,0,0,0
102_1,193_2,102_1-193_2,128,86,9,10999,11008,5,0,0,0,0
102_1,195_0,102_1-195_0,128,1,0,128,128,0,0,0,0,0
