species_pair,ARG,CAZyme,Virulence
13_1-39_2,0,0,0
13_1-39_5,0,0,0
13_1-40_1,0,0,0
13_1-42_2,0,0,0
13_1-43_1,0,0,0
13_1-44_1,0,0,0
13_1-44_3,0,0,0
13_1-45_1,0,1,0
13_1-46_1,0,0,0
13_1-47_2,0,0,0
13_1-48_2,0,1,0
13_1-4_3,0,0,0
13_1-50_1,0,0,0
13_1-51_1,0,0,0
13_1-52_1,0,0,0
13_1-62_1,0,0,0
13_1-66_3,0,0,0
13_1-66_4,0,0,0
13_1-66_5,0,0,0
13_1-76_2,0,0,0
13_1-77_1,0,0,0
13_1-90_1,0,0,0
13_1-96_1,0,0,0
13_1-97_1,0,0,0
13_1-9_2,0,0,0
140_1-144_2,0,0,0
140_1-144_3,1,0,0
140_1-145_1,1,0,0
140_1-149_1,1,0,0
140_1-193_2,0,0,0
140_1-229_3,0,0,0
140_1-298_1,0,0,0
140_1-309_1,0,0,0
140_1-318_56,0,0,0
140_1-326_1,0,0,0
140_1-32_1,0,0,0
140_1-334_3,0,0,0
140_1-335_1,0,0,0
140_1-338_1,0,0,0
140_1-33_1,0,0,0
140_1-43_1,0,0,0
140_1-44_1,0,0,0
140_1-44_3,0,0,0
140_1-45_1,0,0,0
140_1-46_1,0,0,0
140_1-48_2,0,0,0
140_1-4_1,0,0,0
140_1-62_1,0,0,0
140_1-66_5,0,0,0
140_1-8_1,0,0,0
142_1-142_2,0,0,0
142_1-14_1,0,0,0
142_1-153_2,1,0,0
142_1-171_1,0,0,0
142_1-175_1,0,0,0
142_1-176_2,0,0,0
142_1-179_1,0,0,0
142_1-201_1,0,0,0
142_1-20_1,0,0,0
142_1-219_1,0,0,0
142_1-229_3,0,0,0
142_1-233_3,0,0,0
142_1-238_1,0,0,0
142_1-257_1,0,0,0
142_1-26_2,0,0,0
142_1-282_1,0,0,0
142_1-297_1,0,0,0
142_1-298_1,0,0,0
142_1-318_13,0,0,0
142_1-318_19,0,0,0
142_1-318_54,0,0,0
142_1-318_60,0,0,0
142_1-326_1,0,0,0
142_1-32_1,0,0,0
142_1-333_1,0,0,0
142_1-335_1,0,0,0
142_1-336_1,0,0,0
142_1-338_1,0,0,0
142_1-37_1,0,0,0
142_1-38_1,0,0,0
142_1-39_5,0,0,0
142_1-42_2,0,0,0
142_1-43_1,0,0,0
142_1-44_1,0,0,0
142_1-44_3,0,0,0
142_1-45_1,0,0,0
142_1-46_1,0,0,0
142_1-48_2,0,0,0
142_1-4_2,0,0,0
142_1-52_1,0,0,0
142_1-66_5,0,0,0
142_1-90_1,0,0,0
142_1-97_1,0,0,0
142_2-14_1,0,0,0
142_2-176_2,0,0,0
142_2-26_2,0,0,0
142_2-335_1,0,0,0
142_2-338_1,0,0,0
142_2-45_1,0,0,0
144_1-149_1,0,0,0
144_1-152_1,0,0,0
144_1-153_2,0,0,0
144_1-176_1,0,0,0
144_1-178_1,0,0,0
144_1-179_1,0,0,0
144_1-180_1,0,0,0
144_1-181_3,0,0,0
144_1-19_1,0,0,0
144_1-208_1,0,0,0
144_1-229_3,0,0,0
144_1-233_3,0,0,0
144_1-23_1,0,0,0
144_1-268_1,0,0,0
144_1-26_2,0,0,0
144_1-26_3,0,0,0
144_1-295_0,0,0,0
144_1-318_19,0,0,0
144_1-318_36,0,0,0
144_1-318_56,0,0,0
144_1-326_1,0,0,0
144_1-32_1,0,0,0
144_1-333_1,0,0,0
144_1-334_3,0,0,0
144_1-335_1,0,0,0
144_1-338_1,0,0,0
144_1-37_1,0,0,0
144_1-39_2,0,0,0
144_1-39_5,0,0,0
144_1-40_1,0,0,0
144_1-41_1,0,0,0
144_1-42_2,0,0,0
144_1-43_1,0,0,0
144_1-44_1,0,0,0
144_1-44_3,0,0,0
144_1-44_4,0,0,0
144_1-46_1,0,0,0
144_1-48_2,0,0,0
144_1-50_1,0,0,0
144_1-51_1,0,0,0
144_1-52_1,0,0,0
144_1-66_5,0,0,0
144_1-76_1,0,0,0
144_1-76_3,0,0,0
144_1-90_1,0,0,0
144_1-96_1,0,0,0
144_1-97_1,0,0,0
144_2-145_1,0,0,0
144_2-149_1,0,0,0
144_2-150_1,1,0,0
144_2-223_1,0,0,0
144_2-326_1,0,0,0
144_2-338_1,0,0,0
144_2-33_1,0,0,0
144_2-46_1,0,0,0
144_2-48_2,0,0,0
144_2-66_5,0,0,0
144_2-77_2,0,0,0
144_2-78_3,0,0,0
144_2-99_2,0,0,0
144_3-149_1,0,0,0
144_3-153_1,0,0,0
144_3-179_1,0,0,0
144_3-180_1,0,0,0
144_3-193_2,0,0,0
144_3-204_1,0,0,0
144_3-20_1,0,0,0
144_3-229_3,0,0,0
144_3-26_2,0,0,0
144_3-298_1,0,0,0
144_3-335_1,0,0,0
144_3-338_1,0,0,0
144_3-36_1,0,0,0
144_3-45_1,0,0,0
144_3-52_1,0,0,0
145_1-149_1,0,0,0
145_1-20_1,0,0,0
145_1-269_1,0,0,0
145_1-317_1,0,0,0
145_1-318_56,0,0,0
145_1-326_1,0,0,0
145_1-335_1,0,0,0
145_1-338_1,0,0,0
145_1-33_1,0,0,0
145_1-43_1,0,0,0
145_1-45_1,0,0,0
145_1-46_1,0,0,0
145_1-48_2,0,0,0
145_1-52_1,0,0,0
145_2-204_1,0,0,0
145_2-258_1,0,0,0
145_2-26_2,0,0,0
145_2-318_56,0,0,0
145_2-335_1,0,0,0
145_2-37_1,0,0,0
145_2-39_5,0,0,0
145_2-45_1,0,0,0
145_2-46_1,0,0,0
145_2-48_2,0,0,0
145_2-50_1,0,0,0
147_1-180_1,0,0,0
147_1-238_3,0,0,0
147_1-26_2,0,0,0
147_1-297_1,0,0,0
147_1-32_1,0,0,0
147_1-336_1,0,0,0
147_1-338_1,0,0,0
147_1-39_5,0,0,0
147_1-43_1,0,0,0
147_1-44_3,0,0,0
147_1-45_1,0,0,0
147_1-46_1,0,0,0
147_1-66_5,0,0,0
147_1-76_2,0,0,0
147_1-9_1,0,0,0
149_1-14_1,0,0,0
149_1-152_1,0,0,0
149_1-153_1,0,0,0
149_1-154_1,0,0,0
149_1-179_1,0,0,0
149_1-180_1,0,0,0
149_1-203_1,0,0,0
149_1-204_1,0,0,0
149_1-208_1,0,0,0
149_1-20_1,0,0,0
149_1-229_3,0,0,0
149_1-257_1,0,0,0
149_1-26_2,0,0,0
149_1-318_16,0,0,0
149_1-318_21,0,0,0
149_1-318_44,0,0,0
149_1-318_56,0,0,0
149_1-318_72,0,0,0
149_1-326_1,0,0,0
149_1-330_1,0,0,0
149_1-334_1,0,0,0
149_1-334_3,0,0,0
149_1-335_1,0,0,0
149_1-338_1,0,0,0
149_1-33_1,0,0,0
149_1-36_1,0,0,0
149_1-37_1,0,0,0
149_1-39_5,0,0,0
149_1-42_2,0,0,0
149_1-43_1,0,0,0
149_1-44_1,0,0,0
149_1-44_3,0,0,0
149_1-45_1,0,0,0
149_1-46_1,0,0,0
149_1-48_2,0,0,0
149_1-51_1,0,0,0
149_1-52_1,0,0,0
149_1-66_5,0,0,0
149_1-96_1,0,0,0
14_1-152_1,0,0,0
14_1-170_1,0,0,0
14_1-171_1,0,0,0
14_1-176_2,0,0,0
14_1-178_2,0,0,0
14_1-180_1,0,0,0
14_1-181_3,0,0,0
14_1-183_1,0,0,0
14_1-192_2,0,0,0
14_1-193_1,0,0,0
14_1-193_2,0,0,0
14_1-196_1,0,0,0
14_1-201_1,0,0,0
14_1-203_1,0,0,0
14_1-204_1,0,0,0
14_1-20_1,1,0,0
14_1-211_1,0,0,0
14_1-219_1,0,0,0
14_1-21_1,0,0,0
14_1-224_1,0,0,0
14_1-225_1,0,0,0
14_1-226_1,0,0,0
14_1-226_2,0,0,0
14_1-228_1,0,0,0
14_1-228_2,0,0,0
14_1-229_3,0,0,0
14_1-22_2,0,0,0
14_1-230_1,0,0,0
14_1-233_1,0,0,0
14_1-233_3,0,0,0
14_1-234_1,0,0,0
14_1-234_2,0,0,0
14_1-238_3,0,0,0
14_1-246_1,0,0,0
14_1-24_1,0,0,0
14_1-24_2,0,0,0
14_1-24_3,0,0,0
14_1-265_1,0,0,0
14_1-267_1,0,0,0
14_1-268_1,0,0,0
14_1-269_1,0,0,0
14_1-26_2,1,0,0
14_1-26_3,0,0,0
14_1-282_1,0,0,0
14_1-283_1,0,0,0
14_1-288_1,0,0,0
14_1-294_1,0,0,0
14_1-297_1,0,0,0
14_1-298_1,0,0,0
14_1-29_1,1,0,0
14_1-300_1,0,0,0
14_1-30_1,0,0,0
14_1-312_1,0,0,0
14_1-314_1,0,0,0
14_1-318_13,0,0,0
14_1-318_21,0,0,0
14_1-318_24,0,0,0
14_1-318_29,0,0,0
14_1-318_38,0,0,0
14_1-318_39,0,0,0
14_1-318_44,0,0,0
14_1-318_54,0,0,0
14_1-318_56,0,0,0
14_1-318_58,0,0,0
14_1-318_69,0,0,0
14_1-318_75,0,0,0
14_1-318_8,0,0,0
14_1-318_84,0,0,0
14_1-31_2,0,0,0
14_1-321_1,0,0,0
14_1-324_1,0,0,0
14_1-325_1,0,0,0
14_1-326_1,0,0,0
14_1-32_1,0,0,0
14_1-330_1,0,0,0
14_1-331_1,0,0,0
14_1-332_1,0,0,0
14_1-333_1,0,0,0
14_1-334_1,0,0,0
14_1-334_3,0,0,0
14_1-335_1,0,0,0
14_1-336_1,0,0,0
14_1-337_1,0,0,0
14_1-338_1,0,0,0
14_1-36_1,0,0,0
14_1-37_1,0,0,0
14_1-38_1,0,0,0
14_1-39_1,0,0,0
14_1-39_2,1,0,0
14_1-39_3,0,0,0
14_1-39_5,1,0,0
14_1-40_1,1,0,0
14_1-41_1,0,0,0
14_1-42_1,0,0,0
14_1-42_2,1,1,1
14_1-43_1,1,1,0
14_1-44_1,1,0,0
14_1-44_3,1,0,0
14_1-45_1,1,1,0
14_1-46_1,1,1,0
14_1-47_2,0,0,0
14_1-48_2,1,1,1
14_1-4_2,0,0,0
14_1-4_3,0,0,0
14_1-50_1,0,0,0
14_1-51_1,1,0,0
14_1-52_1,1,0,0
14_1-66_3,0,0,0
14_1-66_4,0,0,0
14_1-66_5,0,0,0
14_1-72_1,0,0,0
14_1-76_2,0,0,0
14_1-77_2,0,0,0
14_1-80_1,0,0,0
14_1-84_1,0,0,0
14_1-86_1,0,0,0
14_1-90_1,0,0,0
14_1-92_1,0,0,0
14_1-96_1,0,0,0
14_1-97_1,0,0,0
14_1-99_2,0,0,0
150_1-153_1,0,0,0
150_1-153_2,0,0,0
150_1-181_3,0,0,0
150_1-192_1,0,0,0
150_1-193_2,0,0,0
150_1-203_1,0,0,0
150_1-204_1,0,0,0
150_1-209_1,0,0,0
150_1-223_1,0,0,0
150_1-226_1,0,0,0
150_1-229_3,0,0,0
150_1-233_1,0,0,0
150_1-233_3,0,0,0
150_1-318_27,0,0,0
150_1-318_38,0,0,0
150_1-318_46,0,0,0
150_1-318_47,0,0,0
150_1-318_56,0,0,0
150_1-318_77,0,0,0
150_1-321_1,0,0,0
150_1-334_1,0,0,0
150_1-335_1,0,0,0
150_1-338_1,0,0,0
150_1-36_1,0,0,0
150_1-39_2,0,0,0
150_1-39_5,0,0,0
150_1-42_2,0,0,0
150_1-44_3,0,0,0
150_1-45_1,0,0,0
150_1-46_1,0,0,0
150_1-48_2,0,0,0
150_1-50_1,0,0,0
150_1-66_5,0,0,0
150_1-77_2,0,0,0
150_1-78_3,0,0,0
150_1-96_1,0,0,0
150_1-99_2,0,0,0
152_1-153_1,0,0,0
152_1-154_1,0,0,0
152_1-176_2,0,0,0
152_1-178_1,0,0,0
152_1-179_1,0,0,0
152_1-181_3,0,0,0
152_1-193_2,0,0,0
152_1-203_1,0,0,0
152_1-208_1,0,0,0
152_1-223_1,0,0,0
152_1-224_1,0,0,0
152_1-226_1,0,0,0
152_1-226_2,0,0,0
152_1-229_3,0,0,0
152_1-257_1,0,0,0
152_1-268_1,0,0,0
152_1-26_2,0,0,0
152_1-273_1,0,0,0
152_1-294_1,0,0,0
152_1-314_1,0,0,0
152_1-318_16,0,0,0
152_1-318_21,0,0,0
152_1-318_30,0,0,0
152_1-318_54,0,0,0
152_1-318_56,0,0,0
152_1-318_72,0,0,0
152_1-318_77,0,0,0
152_1-318_9,0,0,0
152_1-326_1,0,0,0
152_1-32_1,0,0,0
152_1-330_1,0,0,0
152_1-333_1,0,0,0
152_1-334_1,0,0,0
152_1-334_3,0,0,0
152_1-335_1,0,0,0
152_1-338_1,0,0,0
152_1-33_1,0,0,0
152_1-37_1,0,0,0
152_1-39_2,0,0,0
152_1-39_5,0,0,0
152_1-40_1,0,0,0
152_1-42_2,0,0,0
152_1-43_1,0,0,0
152_1-44_1,0,0,0
152_1-44_3,0,0,0
152_1-44_4,0,0,0
152_1-45_1,0,0,0
152_1-46_1,0,0,0
152_1-48_2,0,0,0
152_1-50_1,0,0,0
152_1-51_1,0,0,0
152_1-66_5,0,0,0
152_1-69_1,0,0,0
152_1-96_1,0,0,0
152_1-97_1,0,0,0
153_1-154_1,0,0,0
153_1-176_2,0,0,0
153_1-179_1,0,0,0
153_1-180_1,0,0,0
153_1-187_1,0,0,0
153_1-193_2,0,0,0
153_1-204_1,0,0,0
153_1-209_1,0,0,0
153_1-20_1,0,0,0
153_1-223_1,0,0,0
153_1-224_1,0,0,0
153_1-226_1,0,0,0
153_1-229_3,0,0,0
153_1-233_1,0,0,0
153_1-233_2,0,0,0
153_1-233_3,0,0,0
153_1-240_1,0,0,0
153_1-26_2,0,0,0
153_1-26_3,0,0,0
153_1-290_1,0,0,0
153_1-318_38,0,0,0
153_1-318_42,0,0,0
153_1-318_56,0,0,0
153_1-318_77,0,0,0
153_1-333_1,0,0,0
153_1-334_3,0,0,0
153_1-335_1,0,0,0
153_1-338_1,0,0,0
153_1-36_1,0,0,0
153_1-39_2,0,0,0
153_1-39_5,0,0,0
153_1-42_2,0,0,0
153_1-43_1,0,0,0
153_1-44_1,0,0,0
153_1-44_3,0,0,0
153_1-45_1,0,0,0
153_1-46_1,0,0,0
153_1-48_2,0,0,0
153_1-50_1,0,0,0
153_1-51_1,0,0,0
153_1-52_1,0,0,0
153_1-55_1,0,0,0
153_1-66_5,0,0,0
153_1-69_1,0,0,0
153_1-72_1,0,0,0
153_1-77_2,0,0,0
153_1-78_2,0,0,0
153_1-90_1,0,0,0
153_1-96_1,0,0,0
153_1-97_1,0,0,0
153_2-170_1,0,0,0
153_2-173_1,0,0,0
153_2-179_1,0,0,0
153_2-180_1,0,0,0
153_2-181_3,0,0,0
153_2-187_1,0,0,0
153_2-203_1,0,0,0
153_2-204_1,0,0,0
153_2-208_1,0,0,0
153_2-229_3,0,0,0
153_2-26_2,0,0,0
153_2-318_56,0,0,0
153_2-318_60,0,0,0
153_2-326_1,0,0,0
153_2-32_1,0,0,0
153_2-333_1,0,0,0
153_2-334_1,0,0,0
153_2-335_1,0,0,0
153_2-336_1,0,0,0
153_2-338_1,0,0,0
153_2-39_2,0,0,0
153_2-39_5,0,0,0
153_2-44_3,0,0,0
153_2-45_1,0,0,0
153_2-46_1,0,0,0
153_2-48_2,0,0,0
153_2-66_5,0,0,0
153_2-76_1,0,0,0
153_2-76_3,0,0,0
153_2-96_1,0,0,0
153_2-97_1,0,0,0
154_1-203_1,0,0,0
154_1-204_1,0,0,0
154_1-20_1,0,0,0
154_1-229_3,0,0,0
154_1-257_1,0,0,0
154_1-290_1,0,0,0
154_1-297_1,0,0,0
154_1-318_56,0,0,0
154_1-32_1,0,0,0
154_1-333_1,0,0,0
154_1-334_1,0,0,0
154_1-335_1,0,0,0
154_1-336_1,0,0,0
154_1-338_1,0,0,0
154_1-39_5,0,0,0
154_1-42_2,0,0,0
154_1-43_1,0,0,0
154_1-44_3,0,0,0
154_1-45_1,0,0,0
154_1-46_1,0,0,0
154_1-48_2,0,0,0
154_1-50_1,0,0,0
154_1-66_5,0,0,0
154_1-69_1,0,0,0
154_1-90_1,0,0,0
154_1-96_1,0,0,0
154_1-97_1,0,0,0
161_1-171_1,0,0,0
161_1-193_2,0,0,0
161_1-226_1,0,0,0
161_1-229_3,0,0,0
161_1-26_3,0,0,0
161_1-292_2,0,0,0
161_1-298_1,0,0,0
161_1-301_1,0,0,0
161_1-318_13,0,0,0
161_1-318_32,0,0,0
161_1-326_1,0,0,0
161_1-32_1,0,0,0
161_1-335_1,0,0,0
161_1-338_1,0,0,0
161_1-43_1,0,0,0
161_1-45_1,0,0,0
161_1-46_1,0,0,0
161_1-48_2,0,0,0
161_1-52_1,0,0,0
161_1-66_5,0,0,0
170_1-173_1,0,0,0
170_1-183_1,0,0,0
170_1-187_1,0,0,0
170_1-201_1,0,0,0
170_1-211_1,0,0,0
170_1-226_1,0,0,0
170_1-228_2,0,0,0
170_1-229_3,0,0,0
170_1-267_1,0,0,0
170_1-268_1,0,0,0
170_1-26_2,0,0,0
170_1-282_1,0,0,0
170_1-297_1,0,0,0
170_1-318_34,0,0,0
170_1-318_39,0,0,0
170_1-318_45,0,0,0
170_1-318_56,0,0,0
170_1-318_8,0,0,0
170_1-326_1,0,0,0
170_1-32_1,0,0,0
170_1-334_1,0,0,0
170_1-335_1,0,0,0
170_1-338_1,0,0,0
170_1-44_3,0,0,0
170_1-45_1,0,0,0
170_1-46_1,0,0,0
170_1-48_2,0,0,0
170_1-66_5,0,0,0
170_1-76_3,0,0,0
170_1-96_1,0,0,0
171_1-193_2,0,0,0
171_1-229_3,0,0,0
171_1-240_1,0,0,0
171_1-26_2,0,0,0
171_1-292_2,0,0,0
171_1-297_1,0,0,0
171_1-298_1,0,0,0
171_1-301_1,0,0,0
171_1-318_21,0,0,0
171_1-318_24,0,0,0
171_1-318_54,0,0,0
171_1-318_56,0,0,0
171_1-326_1,0,0,0
171_1-32_1,0,0,0
171_1-333_1,0,0,0
171_1-334_3,0,0,0
171_1-335_1,0,0,0
171_1-338_1,0,0,0
171_1-39_2,0,0,0
171_1-42_2,0,0,0
171_1-43_1,0,0,0
171_1-44_3,0,0,0
171_1-45_1,0,0,0
171_1-46_1,0,0,0
171_1-48_2,0,0,0
171_1-52_1,0,0,0
171_1-55_1,0,0,0
171_1-66_5,0,0,0
171_1-90_1,0,0,0
171_1-96_1,0,0,0
173_1-180_1,0,0,0
173_1-181_3,0,0,0
173_1-187_1,0,0,0
173_1-193_2,0,0,0
173_1-229_3,0,0,0
173_1-262_1,0,0,0
173_1-26_2,0,0,0
173_1-318_56,0,0,0
173_1-326_1,0,0,0
173_1-333_1,0,0,0
173_1-335_1,0,0,0
173_1-338_1,0,0,0
173_1-42_2,0,0,0
173_1-44_3,0,0,0
173_1-45_1,0,0,0
173_1-46_1,0,0,0
173_1-48_2,0,0,0
173_1-66_5,0,0,0
173_1-90_1,0,0,0
173_1-96_1,0,0,0
175_1-178_2,0,0,0
175_1-204_1,0,0,0
175_1-20_1,0,0,0
175_1-229_3,0,0,0
175_1-22_2,0,0,0
175_1-233_3,0,0,0
175_1-26_2,0,0,0
175_1-29_1,0,0,0
175_1-308_1,0,0,0
175_1-318_13,0,0,0
175_1-318_19,0,0,0
175_1-326_1,0,0,0
175_1-32_1,0,0,0
175_1-330_1,0,0,0
175_1-334_1,0,0,0
175_1-335_1,0,0,0
175_1-336_1,0,0,0
175_1-338_1,0,0,0
175_1-37_1,0,0,0
175_1-39_5,0,0,0
175_1-40_1,0,0,0
175_1-42_1,0,0,0
175_1-44_3,0,0,0
175_1-45_1,0,0,0
175_1-47_2,0,0,0
175_1-48_2,0,0,0
175_1-52_1,0,0,0
175_1-66_5,0,0,0
175_1-97_1,0,0,0
176_1-229_3,0,0,0
176_1-318_36,0,0,0
176_1-335_1,0,0,0
176_1-338_1,0,0,0
176_1-97_1,0,0,0
176_2-224_1,0,0,0
176_2-229_3,0,0,0
176_2-26_2,0,0,0
176_2-318_56,0,0,0
176_2-335_1,0,0,0
176_2-338_1,0,0,0
176_2-39_2,0,0,0
176_2-42_2,0,0,0
176_2-43_1,0,0,0
176_2-44_1,0,0,0
176_2-45_1,0,0,0
176_2-46_1,0,0,0
176_2-48_2,0,0,0
176_2-51_1,0,0,0
176_2-66_5,0,0,0
178_1-193_2,0,0,0
178_1-20_1,0,0,0
178_1-226_1,0,0,0
178_1-240_1,0,0,0
178_1-268_1,0,0,0
178_1-26_2,0,0,0
178_1-297_1,0,0,0
178_1-318_38,0,0,0
178_1-318_5,0,0,0
178_1-318_65,0,0,0
178_1-318_74,0,0,0
178_1-32_1,0,0,0
178_1-334_1,0,0,0
178_1-334_3,0,0,0
178_1-335_1,0,0,0
178_1-336_1,0,0,0
178_1-338_1,0,0,0
178_1-36_1,0,0,0
178_1-37_1,0,0,0
178_1-39_2,0,0,0
178_1-39_5,0,0,0
178_1-40_1,0,0,0
178_1-42_1,0,0,0
178_1-42_2,0,0,0
178_1-43_1,0,0,0
178_1-44_1,0,0,0
178_1-44_3,0,0,0
178_1-45_1,0,0,0
178_1-46_1,0,0,0
178_1-48_2,0,0,0
178_1-50_1,0,0,0
178_1-66_5,0,0,0
178_1-96_1,0,0,0
178_2-193_2,0,0,0
178_2-201_1,0,0,0
178_2-20_1,0,0,0
178_2-226_2,0,0,0
178_2-228_1,0,0,0
178_2-26_2,0,0,0
178_2-26_3,0,0,0
178_2-283_1,0,0,0
178_2-29_1,0,0,0
178_2-326_1,0,0,0
178_2-32_1,0,0,0
178_2-330_1,0,0,0
178_2-335_1,0,0,0
178_2-336_1,0,0,0
178_2-338_1,0,0,0
178_2-39_2,0,0,0
178_2-42_2,0,0,0
178_2-43_1,0,0,0
178_2-44_3,0,0,0
178_2-45_1,0,0,0
178_2-48_2,0,0,0
178_2-66_5,0,0,0
178_2-90_1,0,0,0
178_2-92_1,0,0,0
179_1-180_1,0,0,0
179_1-181_1,0,0,0
179_1-181_3,0,0,0
179_1-204_1,0,0,0
179_1-208_1,0,0,0
179_1-20_1,0,0,0
179_1-219_1,0,0,0
179_1-223_1,0,0,0
179_1-228_1,0,0,0
179_1-228_2,0,0,0
179_1-229_1,0,0,0
179_1-229_2,0,0,0
179_1-229_3,0,0,0
179_1-233_2,0,0,0
179_1-233_3,0,0,0
179_1-234_3,0,0,0
179_1-238_1,0,0,0
179_1-238_2,0,0,0
179_1-239_1,0,0,0
179_1-257_1,0,0,0
179_1-258_1,0,0,0
179_1-26_2,0,0,0
179_1-283_1,0,0,0
179_1-294_2,0,0,0
179_1-295_0,0,0,0
179_1-298_1,0,0,0
179_1-308_1,0,0,0
179_1-318_30,0,0,0
179_1-318_38,0,0,0
179_1-318_54,0,0,0
179_1-318_56,0,0,0
179_1-326_1,0,0,0
179_1-32_1,0,0,0
179_1-330_1,0,0,0
179_1-332_1,0,0,0
179_1-333_1,0,0,0
179_1-334_1,0,0,0
179_1-334_3,0,0,0
179_1-335_1,0,0,0
179_1-338_1,0,0,0
179_1-36_1,0,0,0
179_1-37_1,0,0,0
179_1-38_1,0,0,0
179_1-39_5,0,0,0
179_1-42_2,0,0,0
179_1-44_1,0,0,0
179_1-44_3,0,0,0
179_1-44_4,0,0,0
179_1-45_1,0,0,0
179_1-46_1,0,0,0
179_1-48_2,0,0,0
179_1-4_2,0,0,0
179_1-52_1,0,0,0
179_1-66_5,0,0,0
179_1-76_1,0,0,0
179_1-76_2,0,0,0
179_1-76_3,0,0,0
179_1-77_1,0,0,0
179_1-96_1,0,0,0
179_1-97_1,0,0,0
179_1-9_2,0,0,0
17_1-335_1,0,0,0
17_1-338_1,0,0,0
17_1-43_1,0,0,0
17_1-45_1,0,0,0
17_1-46_1,0,0,0
17_1-48_2,0,0,0
17_1-66_5,0,0,0
17_1-92_1,0,0,0
17_1-97_1,0,0,0
180_1-181_1,0,0,0
180_1-181_2,0,0,0
180_1-181_3,0,0,0
180_1-193_2,0,0,0
180_1-201_1,0,0,0
180_1-204_1,0,0,0
180_1-208_1,0,0,0
180_1-20_1,0,0,0
180_1-211_1,0,0,0
180_1-223_1,0,0,0
180_1-224_1,0,0,0
180_1-226_1,0,0,0
180_1-226_2,0,0,0
180_1-229_2,0,0,0
180_1-229_3,0,0,0
180_1-230_1,0,0,0
180_1-231_1,0,0,0
180_1-233_1,0,0,0
180_1-233_2,0,0,0
180_1-233_3,0,0,0
180_1-234_1,0,0,0
180_1-234_2,0,0,0
180_1-234_5,0,0,0
180_1-234_8,0,0,0
180_1-238_3,0,0,0
180_1-240_1,0,0,0
180_1-250_1,0,0,0
180_1-262_1,0,0,0
180_1-268_1,0,0,0
180_1-269_1,0,0,0
180_1-26_2,0,0,0
180_1-283_1,0,0,0
180_1-290_1,0,0,0
180_1-294_2,0,0,0
180_1-318_13,0,0,0
180_1-318_16,0,0,0
180_1-318_21,0,0,0
180_1-318_40,0,0,0
180_1-318_42,0,0,0
180_1-318_56,0,0,0
180_1-326_1,0,0,0
180_1-32_1,0,0,0
180_1-332_1,0,0,0
180_1-333_1,0,0,0
180_1-334_1,0,0,0
180_1-334_2,0,0,0
180_1-334_3,0,0,0
180_1-335_1,0,0,0
180_1-336_1,0,0,0
180_1-338_1,0,0,0
180_1-36_1,0,0,0
180_1-39_5,0,0,0
180_1-40_1,0,0,0
180_1-42_2,0,0,0
180_1-43_1,0,0,0
180_1-44_1,0,0,0
180_1-44_3,0,0,0
180_1-45_1,0,0,0
180_1-46_1,0,0,0
180_1-48_2,0,0,0
180_1-4_2,0,0,0
180_1-50_1,0,0,0
180_1-52_1,0,0,0
180_1-66_4,0,0,0
180_1-66_5,0,0,0
180_1-76_1,0,0,0
180_1-76_2,0,0,0
180_1-76_3,0,0,0
180_1-78_1,0,0,0
180_1-90_1,0,0,0
180_1-96_1,0,0,0
180_1-97_1,0,0,0
181_1-181_3,0,0,0
181_1-229_3,0,0,0
181_1-233_3,0,0,0
181_1-234_3,0,0,0
181_1-234_5,0,0,0
181_1-234_8,0,0,0
181_1-26_2,0,0,0
181_1-26_3,0,0,0
181_1-318_54,0,0,0
181_1-318_56,0,0,0
181_1-334_1,0,0,0
181_1-334_3,0,0,0
181_1-335_1,0,0,0
181_1-338_1,0,0,0
181_1-44_3,0,0,0
181_1-45_1,0,0,0
181_1-46_1,0,0,0
181_1-48_2,0,0,0
181_1-66_5,0,0,0
181_1-97_1,0,0,0
181_2-201_1,0,0,0
181_2-229_3,0,0,0
181_2-326_1,0,0,0
181_2-32_1,0,0,0
181_2-333_1,0,0,0
181_2-46_1,0,0,0
181_2-48_2,0,0,0
181_3-186_1,0,0,0
181_3-192_1,0,0,0
181_3-193_2,0,0,0
181_3-204_1,0,0,0
181_3-208_1,0,0,0
181_3-226_1,0,0,0
181_3-228_1,0,0,0
181_3-229_1,0,0,0
181_3-229_2,0,0,0
181_3-229_3,0,0,0
181_3-231_1,0,0,0
181_3-233_1,0,0,0
181_3-233_2,0,0,0
181_3-233_3,0,0,0
181_3-234_1,0,0,0
181_3-234_3,0,0,0
181_3-234_5,0,0,0
181_3-234_8,0,0,0
181_3-239_1,0,0,0
181_3-240_1,0,0,0
181_3-246_1,0,0,0
181_3-262_1,0,0,0
181_3-26_2,0,0,0
181_3-283_1,0,0,0
181_3-294_2,0,0,0
181_3-308_1,0,0,0
181_3-318_21,0,0,0
181_3-318_30,0,0,0
181_3-318_42,0,0,0
181_3-318_46,0,0,0
181_3-318_50,0,0,0
181_3-318_56,0,0,0
181_3-318_73,0,0,0
181_3-321_1,0,0,0
181_3-326_1,0,0,0
181_3-32_1,0,0,0
181_3-330_1,0,0,0
181_3-332_1,0,0,0
181_3-333_1,0,0,0
181_3-334_1,0,0,0
181_3-334_3,0,0,0
181_3-335_1,0,0,0
181_3-338_1,0,0,0
181_3-37_1,0,0,0
181_3-39_2,0,0,0
181_3-39_5,0,0,0
181_3-42_2,0,0,0
181_3-43_1,0,0,0
181_3-44_1,0,0,0
